,Unnamed: 0,transcripts,confidence,location_extraction
15724,15724,sounds like maybe they're evacuating stilson Canyon,0.7866791486740112,Stilson Canyon Road
15725,15725,Cathy from report,0.6802042722702026,Cathy Lane
15730,15730,the medical Howard County a cobra,0.759604275226593,"Howard Lane , A Street"
15731,15731,4 the camp incident in college,0.6406139135360718,College Drive
15733,15733,Sesame is 1/9 480,0.5015413761138916,Sesame Street
15734,15734,three sevens,0.4080218076705933,Three Sevens Lane
15735,15735,four Village of 40 to 70 one and quarter City 22,0.6990067958831787,Village Lane
15737,15737,1st,0.44059476256370544,1st Avenue
15738,15738,Decatur,0.6816184520721436,Decatur Drive
15739,15739,French for Dummies 21 transplant,0.635593593120575,French Avenue
15744,15744,Covington for me 1186 when I say looks I forgot,0.6820206642150879,Covington Court
15745,15745,Jessica,0.6291677355766296,Jessica Way
15748,15748,e 1st,0.5258325934410095,"E Street , E 1st Street"
15751,15751,sugar 5 / medic that seen on San Ramon drive you can cancel to go fire and ice,0.7755923867225647,"San Ramon Drive , San Ramon Drive , Go Street"
15752,15752,so you want to go ahead,0.7883018851280212,Go Street
15756,15756,calc 1 and 2 941 Shale gas and a structure 8-3 Achilles history,0.7762411832809448,"A Street , Achilles Court"
15758,15758,zepher his attacks,0.6991892457008362,Zepher Way
15761,15761,Regent problem finding trouble finding more five Europe,0.7008723020553589,Regent Lane
15762,15762,comfort,0.496054619550705,Comfort Lane
15763,15763,requirement of being displaced by the paradise fire,0.8244373798370361,Paradise Avenue
15764,15764,Jordan can you hook stage at the Palisades,0.5346428155899048,"Stage Road , Palisades Drive"
15765,15765,Frances 5u Medics medical for responsive subject California Park Rehabilitation to 8500 semi perish from 124 a Adam crosses Fear the Deer Lane to go fire zero sub 42,0.8120201826095581,"Frances Drive , California Way , California Park Drive , A Street , Deer Lane , Deer Lane , Go Street"
15767,15767,confirming Ace Hardware access highway system of a tire on Highway 70 break,0.7727358937263489,"Access Road , A Street"
15768,15768,1st 5/16 of,0.5954146981239319,1st Avenue
15770,15770,examples are possible broken leg in front of the Bath and Body Works inside the cheek of all at 1950s 20th Street Jacob I 1331,0.8126580119132996,"Front Street , 20th Street , 20th Street , Jacob Street"
15772,15772,Cajun 343 suspicious subject on a fossa,0.6864057183265686,"Cajun Court , A Street"
15773,15773,the report says the science branch they can't get out in the other Asia especially swanage and keep your paradisewood,0.8670635223388672,Paradisewood Drive
15775,15775,Travis,0.5962955355644226,Travis Road
15777,15777,Comanche,0.566853940486908,Comanche Court
15778,15778, 11th 12th,0.7514249086380005,"11th Street , 12th Street"
15779,15779,killing a copy that I'll be around Services located except maybe Island,0.7308077216148376,A Street
15780,15780,two eight zero one Notre Dame is going to be the metal gate to The Dumbledore area cross tomorrow,0.8343159556388855,Gate Lane
15781,15781,Transportation would like to know if backbones coming back to be transported onto four-wheel drive flatbed apparently means big size are unable to make it up that road from their access point,0.8841848969459534,Access Road
15783,15783,12th Precinct,0.5594395995140076,12th Street
15786,15786,Berry type of economy,0.4917828142642975,Berry Court
15787,15787,favorite Big Brother,0.3827120363712311,Favorite Court
15789,15789,Clarence,0.4020267426967621,Clarence Court
15790,15790,Arthur 51.63 119 6:30,0.6865344047546387,Arthur Court
15793,15793,Shepard,0.3904461860656738,Shepard Lane
15796,15796,Suffolk,0.4967451989650726,Suffolk Lane
15798,15798,forty 991 welfare check near the t-bar vallombrosa,0.7996651530265808,Vallombrosa Way
15799,15799,Center 71,0.5648003220558167,Center Street
15800,15800,Michael little broken bone other folks came out three Alberta guys because other Falls Boulevard and Line Court case it will be located in one of the parking garage bottom of the ramp there a 54,0.8512992858886719,"Michael Lane , Little Avenue , A Street"
15801,15801, if you ever told member needed as they're available in skating for assignments throughout the incident it still has some coming in now let's see those of us reporting location will be service to the Old Mill site a recommended route of travels Highway 32 Sterling that are coming through hundred items left of the roasting juices,0.8804106116294861,"Some Way , Service Street , Old Mill Road , A Street , Sterling Court"
15802,15802,table five four remaining code for this have a lot of property,0.7959588170051575,A Street
15805,15805,Jo medical 236 morseman Avenue,0.7279945015907288,"Morseman Avenue , Morseman Avenue"
15806,15806,Oroville exotic city,0.7526461482048035,Oroville Avenue
15807,15807,Richter,0.7276046276092529,Richter Avenue
15808,15808,Casa Vita Naranja,0.8492137789726257,"Casa Drive , Naranja Avenue"
15809,15809,this is some sort of alert system and,0.8648029565811157,Some Way
15810,15810,Bravo,0.36161923408508295,Bravo Way
15812,15812,and the 941 be Barracks medical possible stroke at the fairgrounds 2357 Fair Street property 23rd Street this is a county called respond on their net 1957,0.8576263189315796,"Fair Street , Fair Street , A Street"
15813,15813,Circle salmon exercising that specifics you away,0.6892052888870239,"Circle Lane , Salmon Drive"
15814,15814,s Park thank you Dana,0.7580327391624451,"S Park Drive , Dana Circle"
15816,15816,Flint,0.5412867665290833,Flint Court
15817,15817,fox tracks,0.5647663474082947,Fox Road
15818,15818,I don't know go ahead,0.6698700189590454,Go Street
15819,15819,1st floor of the north and this part deserves chemicals,0.7858161330223083,"1st Avenue , North Road"
15820,15820,Edwards and identifying,0.5787408947944641,Edwards Lane
15822,15822,Porter,0.3795657157897949,Porter Court
15823,15823,7th is that 1183 that tspn turmeric turned out too,0.7849355340003967,7th Road
15826,15826,Pratt,0.595746636390686,Pratt Avenue
15828,15828,can you respond a contractor 17,0.6604712009429932,A Street
15829,15829,Benton 41 respond with Medics to a difficulty breathing one one six Innsbrook Way 3A,0.7878757119178772,"Benton Avenue , A Street , Innsbrook Way , Innsbrook Way"
15830,15830,I like to have those delivered by fifteen hundreds a day,0.8254845142364502,A Street
15831,15831,French current medications comedies additional who would be the point of contact where the Medics transporting Rogers an extraterrestrial,0.8125764727592468,French Avenue
15833,15833,Francis of Assisi,0.4483059942722321,Francis Road
15835,15835,Meriam,0.5383580327033997,Meriam Road
15836,15836,that's far left lane Drive excuse,0.7329657077789307,Lane Court
15837,15837,now differential it on you if that's where we go,0.79705411195755,Go Street
15841,15841,Oroville fire engine,0.8307367563247681,Oroville Avenue
15842,15842,Authority,0.4879843890666962,Authority Drive
15843,15843,Anna regards to the misspoke,0.7251113057136536,Anna Court
15848,15848,Arthur,0.3615559041500092,Arthur Court
15849,15849,Gala,0.4097776114940643,Gala Lane
15850,15850,11th for George,0.8073732256889343,11th Street
15853,15853,Center 2161,0.53731769323349,Center Street
15856,15856,Timber sets were built go ahead helitanker 5 Charlie has he'll release squallin 10 minutes Bravo 5 is released ready 20 minutes,0.8640708327293396,"Timber Lane , Go Street , Bravo Way"
15858,15858,French side effects of fertilizer,0.6291517019271851,French Avenue
15861,15861,for David's and John's to 3/2,0.6258176565170288,David Court
15862,15862,Trevor Communications,0.6993422508239746,Trevor Road
15863,15863,numbers are 1 4 6 5 3 - Circle one four six five three Dana Circle checking on a person is represent place,0.8693275451660156,"Circle Lane , Dana Circle , Dana Circle , A Street"
15865,15865,yeah I thought you'd be able to make it over here at all I copy that it's just an update we're going to be changing our box here it's it's almost to the P line and it's over on the other side of the West Branch going up the ridge so we got the proposed plans and Gator top any tests on your Maps if you want to start with,0.8864651322364807,"Our Way , West Drive , Ridge Way"
15866,15866,4th quarter,0.3650611639022827,4th Avenue
15867,15867,Quadra 46,0.6458527445793152,Quadra Court
15870,15870,Swiss 23 for disposal,0.6213198304176331,Swiss Lane
15871,15871,I can tell from the call my partners on the phone asking a second if the analyzes,0.8408635854721069,"My Way , A Street"
15872,15872,oh my God,0.6450949907302856,My Way
15874,15874,Walker skating Branch 11,0.6702425479888916,Walker Lane
15875,15875,Tamarack for the holidays,0.6917771697044373,Tamarack Way
15878,15878,Casa defense,0.5564451217651367,Casa Drive
15881,15881,I cannot right now I'm on my own one but it again,0.8200243711471558,My Way
15882,15882,Herman asked to register December 13th copy thank you,0.8066999316215515,"Herman Lane , 13th Street"
15885,15885,Jive history that 10th overall some sperm,0.6556205153465271,"10th Street , Some Way"
15886,15886,copper 87 Kimmy backer,0.41220822930336,Copper Lane
15887,15887,five six mono Avenue for missing bourbon,0.7217082977294922,"Mono Avenue , Mono Avenue"
15889,15889,Suffolk,0.3678540885448456,Suffolk Lane
15890,15890,single for seven I'm code for out with Josephs Rockin m,0.7707516551017761,"Single Lane , Josephs Court , Rockin M Drive"
15891,15891,Kathy for attempting contact,0.6900137066841125,Kathy Lane
15894,15894,hurleton one medical cardiac one five five five Archway customer gold and Cardiff Court prefer the medical transfer about five ago they're requesting people virus on with them 1528,0.8421251773834229,"Hurleton Road , Gold Avenue , Cardiff Court , Cardiff Court"
15898,15898,Chloe,0.3935509026050568,Chloe Court
15901,15901,forest sounds Highway for the running guns,0.7275647521018982,Forest Lane
15902,15902,French for me,0.5196585059165955,French Avenue
15904,15904,Trevor new contact and bracelet with the fuck natural activities,0.7129243016242981,Trevor Road
15905,15905,Brett see if you happen to have a responsible party that computers here there's multiple cars off the campus however Performing Arts is fake it and I'd like to have somebody but if it's out of the building,0.8730293512344359,"Brett Court , A Street , Campus Drive , Arts Lane"
15907,15907,6th edition,0.7002841830253601,6th Avenue
15908,15908,Watts available,0.6689428091049194,Watts Road
15909,15909,go into one pneumatics medical help email 247 Streamside Court between Walnut Glen Court and West East Avenue 1745,0.8415031433105469,"Go Street , Streamside Court , Streamside Court , Walnut Lane , Walnut Glen Court , Walnut Glen Court , West Drive , East Street , East Avenue"
15910,15910,another medical issue Skyway at honey,0.8192318677902222,"Another Lane , Skyway Road"
15911,15911,Fox Trot,0.41193071007728577,Fox Road
15913,15913,and I'm 33 360 this is my 33rd,0.8088563084602356,My Way
15914,15914,Faith Clara copier cell number,0.7076364755630493,"Faith Road , Clara Lane"
15915,15915,I'm moving the traffic control at 20th and Notre Dame up to,0.8232638239860535,20th Street
15916,15916,Farris,0.5649529099464417,Farris Road
15918,15918,Proteus and white stripes,0.7320881485939026,White Drive
15920,15920,Bissell,0.3577869832515717,Bissell Court
15922,15922,1st 2nd vehicles,0.6629121899604797,"1st Avenue , 2nd Avenue"
15923,15923,Kevin your way looks like,0.6367961168289185,Kevin Court
15924,15924,thank you five Harlan Avenue between rough road and or temples or west thank you to it work,0.845788836479187,"Harlan Avenue , Harlan Avenue , West Drive"
15926,15926,Timber number one problem I won,0.7247911691665649,Timber Lane
15927,15927,Segura 7 deercliff,0.7088888883590698,"Segura Drive , Deercliff Court"
15930,15930,11th commandment,0.6595560908317566,11th Street
15931,15931,Mann 2756 flower Caraway,0.680440366268158,"Mann Avenue , Caraway Road"
15932,15932,seven forty-seven there's a transient with a knife inside of the park west of Highway 99 near Sheridan Avenue along vallombrosa WMA tall 6 foot long pants blue jean jacket break,0.8559290766716003,"A Street , A Street , Park Way , West Drive , Sheridan Avenue , Sheridan Avenue , Vallombrosa Way , Jean Lane"
15933,15933,Rubicon for Decker,0.6358741521835327,Rubicon Court
15934,15934,York there for further,0.6142914891242981,York Road
15935,15935,Joy,0.3678121268749237,Joy Lane
15936,15936,Delta's okay,0.7535492181777954,Delta Court
15938,15938,Travis out to this was assaulted is actually at download that sappy stuff he's been supported it so we'll be going down until the download with the benefits with that X,0.819866418838501,Travis Road
15940,15940,Emily,0.5463921427726746,Emily Way
15941,15941,Westar,0.3969471752643585,Westar Court
15944,15944,heretofore symmetrical fine if you also have a name for it,0.8357298970222473,A Street
15947,15947,Ritchie does our Pious wife started yelling at the subject again he left again towards Mariposa distributed 6 the tall brown hair and the,0.8140957355499268,"Ritchie Circle , Our Way , Mariposa Avenue , Brown Avenue"
15948,15948,fig,0.3689103722572327,Fig Street
15950,15950,Pratt as fast as he as he represented a generator running two operators and Senators who asked if we could have,0.7469243407249451,"Pratt Avenue , A Street"
15952,15952,David David,0.6767834424972534,"David Court , David Court"
15953,15953,Frances,0.4879427850246429,Frances Drive
15955,15955,tall solar resources are off the line,0.7124781012535095,Resources Lane
15956,15956,forty four BK 117 Sunny area drama decided,0.7571932077407837,Sunny Lane
15957,15957,Catherine,0.4347308576107025,Catherine Court
15958,15958,London extra medical difficulty breathing and she's excited about multiple kind of topic a logistical barriers,0.8005778789520264,"London Court , A Street"
15959,15959,Cedar very Sarah good for the vehicles and occupied and is going to get that back to you,0.785221517086029,"Cedar Street , Sarah Avenue"
15963,15963,County with one cell phone and transport van is dead King Cole County let her know,0.8603839278221129,Cole Lane
15964,15964,Hilda we have to rotation toes Combs coming,0.6080135703086853,Hilda Way
15965,15965,Mary right now is there,0.7923521399497986,Mary Lane
15966,15966, on the Trap eating evacuation in Paradise at once for three sevens kilcrease Circle,0.8258956670761108,"Paradise Avenue , Three Sevens Lane , Kilcrease Circle , Kilcrease Circle"
15968,15968,it's nice to with the fertile fire medical female it don't work 24 units,0.8491672277450562,Nice Place
15970,15970,seven David Williams for 6:05 on a red Nissan,0.7155565619468689,"David Court , Williams Drive , A Street"
15973,15973,Seville I'm doing a speaker 1 through 6,0.7282987833023071,"Seville Court , A Street"
15974,15974,so forth and Isaac's a 1215 mangrove,0.5808048844337463,"A Street , Mangrove Avenue"
15975,15975,Cummings I don't he's walking it,0.8384997248649597,Cummings Road
15978,15978,Charles 0 6 3 9 7 8 8 John McFarlane,0.8006479144096375,Charles Way
15979,15979,Chris,0.6386409997940063,Chris Court
15980,15980,president that permit 146 for contact 1 1 990 Apple Avenue Apartment 148 Classic series to go farther than 24,0.8663449883460999,"Apple Lane , Go Street"
15981,15981,Petra 2167 series Rose have break,0.6903107166290283,"Petra Court , Rose Lane"
15982,15982,Derrick at you for one or they'll go ahead is there an air attack up over the campfire,0.7925860285758972,"Derrick Road , Go Street"
15984,15984,in the parking lot of the salon and a,0.86799556016922,A Street
15986,15986,Alexander,0.3604435920715332,Alexander Court
15988,15988,fire moderated quite a bit,0.7658494114875793,A Street
15991,15991,Stark,0.6692304611206055,Stark Lane
15994,15994, Kent Communications would like all branches the text content with their resources to see if water tender Echo 1 8 0 is working with resources in their area you need accountability for water tender Echo 1 8 0 all branches and firm you copy this message right one,0.8905280232429504,"Kent Court , Resources Lane , Echo Lane , Resources Lane , Echo Lane"
15997,15997, possible illegals degree burn seven six five Nelson Avenue between 6th Street Golden Eagle Road Jordan,0.8410181403160095,"Nelson Lane , Nelson Avenue , 6th Avenue , 6th Street , Golden Eagle Road , Golden Eagle Road"
15998,15998,Christ it go there first,0.7285672426223755,Go Street
15999,15999,access so you can explain,0.5297481417655945,Access Road
16001,16001,the gas copy of all our Reckless vehicle going up the off ramp Northbound 99 and 32,0.8310410976409912,Our Way
16002,16002,Cardinal saxena for sale response area,0.7596880197525024,"Cardinal Court , Sale Avenue"
16004,16004,Harvey sees her daughter and her daughter's boyfriend are in a 415 verbal I people be Ryan Roger and it,0.8495951294898987,"Harvey Road , A Street , Ryan Road"
16005,16005,23 guys 5865 a 1/6 on the road Elliott Road Trucking on doughnuts are,0.8097347021102905,"A Street , Elliott Road , Elliott Road"
16006,16006,Wright Bike Medics 9121 Charlie on commands,0.7148261666297913,Wright Avenue
16008,16008,69 72 line in the dead end,0.5716232657432556,Dead End Court
16009,16009,Center as well for parking his car,0.7291098237037659,Center Street
16010,16010,as in One Direction medical L subject that Federal Junior High School 2326 for that,0.8330790996551514,"High Street , School Street"
16011,16011,Casa medications commands,0.6148194074630737,Casa Drive
16017,16017, and if I don't like 30 and then way you can cancel the Dale and if I begin,0.8043465614318848,Dale Way
16018,16018,Harvest 2075,0.6044208407402039,Harvest Lane
16021,16021,nor David boy Edward Robert George first of Salinas am Adam Lincoln Edward Edward marry Adam Henry female break your date of birth,0.8281291723251343,"Nor Way , David Court , Edward Drive , Lincoln Drive , Edward Drive , Edward Drive"
16024,16024,Cathy Ashton wants to respond with injury 3632 actually a timeout 2240,0.8251050114631653,"Cathy Lane , A Street"
16025,16025,Clara eleron on the female,0.6536046862602234,"Clara Lane , Eleron Lane"
16026,16026,10th,0.3645968437194824,10th Street
16027,16027,this is your background a lot to figure how many units,0.7639856934547424,A Street
16028,16028,Heavenly Fire is on Sutter 145 on board,0.6896606683731079,"Heavenly Place , Sutter Road"
16029,16029,Oroville and just 2272 and just 2262 entering the unit Highway 70 from the East,0.8237780332565308,"Oroville Avenue , East Street"
16030,16030,country,0.5027865767478943,Country Drive
16033,16033,2087 come in 1182 roadway blocked estimated Orchard Drive,0.8145660161972046,"Orchard Way , Orchard Drive"
16036,16036,Jessica is pretty hostile but not find me one right now for right along Forest Avenue at the southern entrance,0.7422356009483337,"Jessica Way , Forest Lane , Forest Avenue"
16037,16037,Angela of carbon dioxide alarm that brought out Gardens 1051 East Boston Avenue number 11 Derek you will be standing by outside to provide their own I-24,0.8589296340942383,"Angela Court , East Street , Boston Drive"
16042,16042,Kennedy 32 Center every night,0.4770947396755218,"Kennedy Avenue , Center Street"
16043,16043,and then Fargo has if that was for takeoff,0.7217608094215393,Fargo Court
16044,16044,nice to meet you something sister for a few minutes medical testing Ramblin Rose mobile home park 1 6 7 9 or devil of our class number 19 that we are one absolutely streets three plants 30 40 0 40,0.8832990527153015,"Nice Place , A Street , Rose Lane , Park Way , Our Way"
16045,16045,10th where we will be going to,0.6942405104637146,10th Street
16046,16046,Cottonwood Circle,0.7303059101104736,"Cottonwood Road , Cottonwood Circle"
16047,16047,prevention 2125 cancels Nelson Avenue so for the traffic's right Nicki,0.8179415464401245,"Nelson Lane , Nelson Avenue"
16049,16049,Kerr choir response Medics for a medical,0.7217938303947449,"Kerr Lane , A Street"
16050,16050,Covington my dreams,0.7165672779083252,"Covington Court , My Way"
16052,16052,Mamie 7 and 33 to 66 subjects that Kimball comments,0.7205466628074646,Mamie Avenue
16053,16053,Goa,0.4015769958496094,Goa Way
16055,16055,two houses for one engine kind of starts plated up that way if you need resources somewhere else,0.8560735583305359,Resources Lane
16056,16056,Harvest 41 smart,0.6619322299957275,Harvest Lane
16057,16057,device first and so RP called back device it was a duct detector on the roof possibly from the smoke in the air,0.8571136593818665,A Street
16058,16058,it was in an older white Chevy,0.7260450124740601,White Drive
16060,16060,Kerr about 18,0.6020799279212952,Kerr Lane
16061,16061,Ceres in the medical center,0.6688597798347473,"Ceres Circle , Center Street"
16062,16062,Perry 4px medical testing folk singer apartment one five zero zero Highway 99 Reese 14 because our travel new interest rate or anything,0.8203231692314148,"Perry Road , Reese Road , Our Way"
16063,16063,Miller sponsor,0.6619820594787598,Miller Avenue
16064,16064,temperance,0.5885617733001709,Temperance Way
16066,16066,Ephraim Center 140,0.7290161252021791,Center Street
16067,16067,some work on that that's what they had in and we're working on doing that,0.7871381044387817,Some Way
16068,16068,track 1 and 2 1 and 2 and then 5 it did 941 to visit to the company and be a medic confirmed residential structure fire 194 he's 11 straight cross its path for Nelson are paid I think she does these playing this as left the house since about Hardware leaving something on the heater which left for dinner by 1932,0.8903616666793823,"A Street , Nelson Lane , House Avenue , Which Way"
16069,16069,grass,0.5034246444702148,Grass Court
16072,16072,Janice from an extra tip of each other a Linda,0.7730186581611633,"Janice Way , A Street , Linda Drive"
16075,16075,rice has explored Hazmat explorers in Route 66 three top Drive,0.7380701303482056,Rice Avenue
16076,16076,Covey could work,0.7874895334243774,Covey Court
16078,16078,Suffolk okay,0.5031153559684753,Suffolk Lane
16079,16079,grant that would David Reed 21 Shasta 302 assets we are to our around from Glass Circle the contacts,0.8184372186660767,"Grant Avenue , David Court , Reed Lane , Shasta Avenue , Our Way , Circle Lane"
16080,16080,because he turned his activation on the North or South side of 30,0.8052440285682678,"North Road , South Avenue"
16084,16084,two of our surrogate head that way,0.7060625553131104,Our Way
16088,16088,Moore is not going to respond to that ambulance crews in town will handle that call,0.8109951615333557,"Moore Road , Town Lane"
16089,16089, I'll still standing on the Block,0.7262564897537231,Block Road
16091,16091,Kerr,0.3942870795726776,Kerr Lane
16092,16092,Brett Leitner Connor,0.4984502792358398,Brett Court
16093,16093,my workout for I was on last night,0.76016765832901,My Way
16095,16095,Berry,0.4412238299846649,Berry Court
16097,16097,can you check on mr. Butler or of Del Oro City replacing his medication,0.8425571322441101,Del Oro Avenue
16098,16098,some will not be,0.7274746894836426,Some Way
16099,16099,Travis still take so long,0.6510920524597168,Travis Road
16100,16100,Chico s 21st,0.4758385121822357,"Chico Street , 21st Street"
16104,16104,marigold,0.6135852336883545,Marigold Avenue
16105,16105,Sky country for Equal justice and I just want,0.7954493165016174,Country Drive
16106,16106,seven Edward for eight nine nine seven two silver Tacoma lungs ogrady,0.8093165755271912,Edward Drive
16107,16107,grass for 41,0.4695174098014832,Grass Court
16108,16108,service desk,0.491479367017746,Service Street
16111,16111,Portal 2 local celebs,0.7141094803810121,Portal Drive
16112,16112,Victoria from the exit,0.6050038337707521,Victoria Court
16113,16113,temperance,0.5183669924736023,Temperance Way
16114,16114,to go to one is there anybody needed trabeculae trucks out of,0.7705799341201782,Go Street
16115,16115,fir firmness,0.5410984158515929,Fir Street
16116,16116,no responsible,0.6806809902191162,No Way
16120,16120,Spinnaker some copies 1747,0.6794162392616272,"Spinnaker Way , Some Way"
16122,16122,The Orchard Cider what the hell,0.7022068500518799,Orchard Way
16123,16123,Robin Hood for I was on shared and Alberta,0.7063450813293457,"Robin Place , Hood Court"
16124,16124,live a live at a T-Rex can I come in,0.6750127673149109,"A Street , A Street , Rex Lane"
16125,16125,Winkle,0.6403761506080627,Winkle Drive
16126,16126,Harvey Miller sex to for sure,0.6036846041679382,"Harvey Road , Miller Avenue"
16127,16127,Fortune,0.4073673188686371,Fortune Way
16128,16128,Falco for the house,0.8314709663391113,"Falco Court , House Avenue"
16130,16130,Mimi with engine for a still from Campbell and stilson Canyon and uncle,0.8133357763290405,"A Street , Campbell Avenue , Stilson Canyon Road"
16131,16131,Hart,0.3706014752388001,Hart Lane
16132,16132,67 medical Bridgeport Circle,0.7119333148002625,"Bridgeport Circle , Bridgeport Circle"
16133,16133,portal 16 1028,0.600298285484314,Portal Drive
16134,16134,stupid Uncle first Clipper twice a number,0.7366577982902527,A Street
16135,16135,Sesame Street right right,0.4008431136608124,"Sesame Street , Sesame Street"
16136,16136,teal engine was 2419,0.6563238501548767,Teal Lane
16137,16137,Sandra Lee the medic up here,0.6918858885765076,"Sandra Lane , Lee Street"
16138,16138,I have a name and number and I'll call out as well I don't know if it's current McCombs do they want to come,0.8224666118621826,A Street
16139,16139,staff medication we believe a training command,0.6921932101249695,"Staff Drive , A Street"
16142,16142,Porter get it out of there anything you have a laugh off response,0.7050085663795471,"Porter Court , A Street"
16147,16147,French,0.4054724872112274,French Avenue
16148,16148,Sarah backgrounds,0.4967229664325714,Sarah Avenue
16149,16149,Forest,0.4741469621658325,Forest Lane
16150,16150,two illegal burn one four zero eight North Cherry Street across the west north and west sixth ongoing issue unknown what is burning called in my day wrong with 4th Avenue 1529,0.8476936221122742,"North Road , Cherry Lane , Cherry Street , West Drive , North Road , West Drive , My Way , 4th Avenue , 4th Avenue"
16152,16152,Edgewood 972 15 6 months,0.7815254926681519,Edgewood Lane
16153,16153,Wyandotte lower Wyandotte code for by name on,0.8612226247787476,"Wyandotte Avenue , Lower Wyandotte Road"
16154,16154,Zack,0.4152244031429291,Zack Circle
16155,16155,Mary thinks of WMA with a brown hair with a,0.7771232724189758,"Mary Lane , A Street , Brown Avenue , A Street"
16156,16156,standard 1/4 cup School 44,0.6247430443763733,School Street
16160,16160,Cameron and Marvel almond in person but I mean,0.7175037860870361,"Cameron Drive , Almond Drive"
16163,16163,we are kind of vehicle is a miter cut you off for you,0.8027852773666382,A Street
16164,16164,6th eventually found him there,0.4902498424053192,6th Avenue
16165,16165,entertaining to go available is that if voters will weigh the same Smith,0.7833160161972046,"Go Street , Smith Avenue"
16166,16166,12th,0.5690876841545105,12th Street
16168,16168,fourteen Corrections for 125 1516 the 3333 versatile and 5781 company 33 company 12 water tender 31 water kind of 25 transport 140 you could one are going to five education hopeful way and Skyway forces acting cold right now,0.8641049265861511,Skyway Road
16170,16170,autumn,0.3528750240802765,Autumn Lane
16171,16171,we had a red Honda older model with a possible suspect that ran from us in the back seat of the Electoral bias when we were standing here in 32 went to tempt contact and sounds like it took off,0.8760230541229248,"A Street , A Street"
16174,16174,you know they're that you searched Cooperative neighbor souls and no purse he was,0.8254581689834595,"Neighbor Street , No Way"
16176,16176,he should have a Ford F-250 and a lgo fifth wheel trailer,0.8182601928710938,"A Street , Ford Avenue , A Street"
16178,16178,4 x rays David David 6 1-3 months with Anna,0.6883406639099121,"David Court , David Court , Anna Court"
16179,16179,Prairie Creek for the Returns on people vehicles,0.7223665118217468,"Prairie Drive , Prairie Creek Drive"
16180,16180,Nancy Travis,0.679580807685852,"Nancy Way , Travis Road"
16184,16184,Bryant,0.38995304703712463,Bryant Avenue
16186,16186,division Quebec Quebec are not a meritocracy,0.6675302982330322,A Street
16187,16187,that was a survivor of injuries you need to request to rotate photos and I give you vehicle description when you're ready,0.8541741371154785,A Street
16189,16189,Nicholas,0.4909516274929047,Nicholas Road
16190,16190,staff,0.5961565971374512,Staff Drive
16191,16191,577 and up to The Summit Ridge area shall spring stiras,0.8195188641548157,"Summit Avenue , Ridge Way , Spring Lane , Stiras Way"
16194,16194,Oroville family in 297 go,0.5917826890945435,"Oroville Avenue , Family Way , Go Street"
16195,16195,1 0-0 stuff for spring,0.6639054417610168,Spring Lane
16196,16196,Pleasant middle of the field,0.82527095079422,"Pleasant Lane , Field Drive"
16202,16202,21-7 Bob the glamper,0.8070243000984192,Bob Way
16203,16203,Patrick five-seat Medics medical unconscious unresponsive patient 2050 serious and I surf,0.8138923645019531,Patrick Drive
16204,16204,Scott anyone else,0.6863164901733398,Scott Drive
16205,16205,Purdue is 36,0.7524486780166626,Purdue Court
16207,16207,Phil Harris on occupied,0.5763465762138367,Harris Lane
16208,16208,we've got traffic backed up to the freeway we can have my foot,0.8451472520828247,My Way
16210,16210,check one engine and 41 smell gas in a structure 83 Colusa Street crusty States,0.8373264074325562,"A Street , Colusa Avenue , Colusa Street"
16211,16211,Center,0.4080798625946045,Center Street
16212,16212,positive if you fill in some cases on a daily basis,0.7715178132057191,"Some Way , A Street"
16213,16213,this is Fox Communications,0.7023517489433289,Fox Road
16214,16214,okay 1451 Manzanita succeed in our 24/7,0.7882105708122253,"Manzanita Street , Our Way"
16216,16216,because I don't want to be in the parking lots of the South and soda,0.8097472190856934,South Avenue
16217,16217,French,0.369877815246582,French Avenue
16218,16218,Quadra office,0.6559223532676697,Quadra Court
16222,16222,Arnold fire automatic Medical Aid for five eight one third,0.6880605220794678,Arnold Avenue
16227,16227,five to five and four go ahead,0.7460560202598572,Go Street
16228,16228,Sunday,0.4022845923900604,Sunday Drive
16229,16229,Oroville enter slavery 92,0.6809632182121277,Oroville Avenue
16230,16230,cluster G36,0.5067706108093262,Cluster Court
16232,16232,Sycamore 433,0.6097856163978577,Sycamore Lane
16233,16233,Cummings,0.3997277021408081,Cummings Road
16239,16239,fourteen your sister on a combination of our the vehicle,0.7646055817604065,"A Street , Our Way"
16240,16240,are 21 good for that call you have 20 in the 99th are going to be up north side of the overcrossing about 10 to 20 because sometimes it helps to hold,0.8967560529708862,North Road
16241,16241,61 order or efficient 61 water tender 61 staff to oh engine 60 times staff to Elsa,0.8294787406921387,"Staff Drive , Staff Drive , Elsa Lane"
16242,16242,Darby old,0.6925323009490967,Darby Road
16243,16243, you want to see I'm at building sky with the fires not here yet it will be shortly at the setting up a CRA at the Walgreens I've got into protection I've gotten used to 2166 Chico and 332 speak alleged 15 I'm just 9220 Charlie here upset multiple pi as up preparing for the fired in practice,0.8658022880554199,"A Street , Chico Street"
16244,16244, nice 2113 and services Grizzly schedules for your needs,0.7994800806045532,Nice Place
16246,16246,and it's 72 medically 0 3 3 Melvina Avenue,0.7936592102050781,"Melvina Avenue , Melvina Avenue"
16247,16247,Prince 6610 2666,0.6970726251602173,Prince Road
16248,16248,I'll be 35 Mitchell married five months about,0.7669268846511841,Mitchell Avenue
